nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source,marca,produto
Saco para micro-ondas freezer lafra rom roll,6.69,7.99,,Utilidades Domésticas,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,lafra rom roll,saco para micro-ondas freezer
Sandália elegance havaianas cores,19.9,24.9,,Calçados,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,havaianas,sandália elegance cores
Sabonete Johnson's,1.99,True,90g,Higiene pessoal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,johnson's,sabonete
Hastes flexíveis Johnson's,4.99,True,75 unidades,Higiene pessoal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,johnson's,hastes flexíveis
Enxaguante bucal Listerine,13.9,True,250ml,Higiene bucal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,listerine,enxaguante bucal
Escova dental Oral-B,18.9,True,2 unidades,Higiene bucal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,oral-b,escova dental
Aparelho Prestobarba 3 Gillette,19.9,True,2 unidades,Higiene pessoal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,gillette,aparelho prestobarba 3
Absorvente Always,12.9,True,32 unidades,Higiene feminina,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,always,absorvente
Aparelho de depilação Venus,19.9,True,2 unidades,Higiene feminina,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,venus,aparelho de depilação
Fralda descartável Huggies,39.9,True,52 unidades,Higiene infantil,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,huggies,fralda descartável
Amaciante concentrado Downy,22.9,True,1.5L,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,downy,amaciante concentrado
Lava roupas líquido Ariel,32.9,True,3L,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,ariel,lava roupas líquido
Lava roupas em pó Minuano,14.7,True,1.6kg,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,minuano,lava roupas em pó
Kit alvejante Vanish,29.9,True,2x1.5L,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,vanish,kit alvejante
Desinfetante Urca,3.95,True,2L,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,urca,desinfetante
Inseticida aerossol SBP,14.9,True,300ml,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,sol,inseticida aeros sbp
Papel higiênico Neve,21.7,True,12 rolos,Higiene pessoal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,neve,papel higiênico
Alimento para cães VittaMax,69.0,True,10.1kg,Pet,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,vittamax,alimento para cães
Ração para gatos Whiskas,139.0,True,10.1kg,Pet,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,whiskas,ração para gatos
Saco para lixo Gol,7.9,True,50 unidades,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,gol,saco para lixo
Esponja multiuso Scotch-Brite,4.99,True,4 unidades,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,scotch-brite,esponja multiuso
Costela do traseiro bovina reserva,15.9,Melhor Negócio,1 kg,Carnes,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,reserva,costela do traseiro bovina
Picanha bovina resfriada Friboi,49.9,,1 kg,Carnes,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,friboi,picanha bovina resfriada
Linguiça suína para churrasco congelada Aurora,11.9,,1 kg,Embutidos,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,churrasco,linguiça suína para congelada aurora
Filezinho sassami de frango congelado Sadia,15.9,,1 kg,Aves,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,sadia,filezinho sassami de frango congelado
Coxinha das asas de frango congeladas Aurora,9.49,,1 kg,Aves,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,aurora,coxinha das asas de frango congeladas
Lasanha congelada Sadia,13.79,,600g,Pratos Prontos,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,sadia,lasanha congelada
Queijo tipo muçarela fatiado Italac,17.9,,400g,Laticínios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,italac,queijo tipo muçarela fatiado
Pão de forma tradicional Pullman,6.99,,450g,Padaria,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,pullman,pão de forma tradicional
Requeijão cremoso tradicional Itambé,6.75,,200g,Laticínios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,itambé,requeijão cremoso tradicional
Leite fermentado Chamyto Nestlé,5.99,,450g,Laticínios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,chamyto nestlé,leite fermentado
Iogurte líquido Batavo sabores,9.9,,1150g,Laticínios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,batavo,iogurte líquido sabores
Presunto cozido sem capa de gordura Perdigão,17.9,,1 kg,Frios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,perdigão,presunto cozido sem capa de gordura
Linguiça tipo calabresa defumada Excelsior,42.9,,2.5 kg,Embutidos,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,excelsior,linguiça tipo calabresa defumada
Linguiça suína para churrasco congelada Aurora,68.9,,5 kg,Embutidos,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,churrasco,linguiça suína para congelada aurora
Batata palito congelada Chic Bem Brasil,23.9,,2 kg,Congelados,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,chic bem brasil,batata palito congelada
Mini chicken tradicional,49.9,,3 kg,Congelados,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,,Mini chicken tradicional
sabor queijo Perdigão,49.9,,3 kg,Congelados,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,perdigão,sabor queijo
Bacon em cubos congelado Perdigão,25.9,,1 kg,Frios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,perdigão,bacon em cubos congelado
Queijo muçarela Vinilac,35.9,Melhor Negócio,1 kg,Laticínios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,vinilac,queijo muçarela
LEITE LONGA VIDA UHT INTEGRAL OU DESNATADO ITALAC,4.99,True,1L,Laticínios,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,italac,leite longa vida uht integral ou desnatado
LEITE EM PÓ DESNATADO MOLICO NESTLÉ,16.9,True,280g,Laticínios,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,molico nestlé,leite em pó desnatado
FLOCÃO DE MILHO VITAMILHO,1.39,True,500g,Cereais,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,vitamilho,flocão de milho
AZEITE DE OLIVA EXTRAVIRGEM LA VIOLETERA,38.9,True,500ml,Óleos e Azeites,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,la violetera,azeite de oliva extravirgem
BISCOITO RECHEADO TRELOSO SABORES,1.89,True,120g,Biscoitos,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,treloso,biscoito recheado sabores
BEBIDA LÁCTEA UHT SABOR CHOCOLATE CHOCOMILK,0.95,True,200ml,Bebidas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,chocomilk,bebida láctea uht sabor chocolate
CONHAQUE DOMUS,17.89,True,965ml,Bebidas Alcoólicas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,domus,conhaque
VODKA NATASHA,18.9,True,1L,Bebidas Alcoólicas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,natasha,vodka
REFRIGERANTE REFRI INDAIÁ SABORES,0.89,True,2L,Bebidas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,indaiá,refrigerante refri sabores
PAPEL HIGIÊNICO FOLHA DUPLA PERSONAL VIP,14.9,True,12 rolos,Higiene,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,personal vip,papel higiênico folha dupla
FRALDA DESCARTÁVEL HUGGIES,25.9,True,24 unidades,Higiene,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,huggies,fralda descartável
INSETICIDA AEROSSOL SBP TIPOS,12.99,True,300ml,Limpeza,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,tipos,inseticida aerossol sbp
AÇÚCAR CRISTAL OU REFINADO CHEEF,3.59,True,1kg,Mercearia,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,cristal,açúcar ou refinado cheef
ARROZ PARBOLIZADO TIPO 2 POP,5.39,True,1kg,Mercearia,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,liza,arroz parbodo tipo 2 pop
FRANGO CONGELADO AVIGRO OU AVIGRAN,7.79,True,1kg,Carnes,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,avigro ou avigran,frango congelado
FEIJÃO CARIOCA TIPO 1 SEMPRE VERDE,5.39,True,1kg,Mercearia,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,sempre verde,feijão carioca tipo 1
ÁGUA MINERAL COM GÁS SANTA JOANA,0.99,True,500ml,Bebidas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,santa joana,água mineral com gás
CERVEJA PILSEN OU UNFILTERED EISENBAHN,4.49,True,350ml,Bebidas Alcoólicas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,eisenbahn,cerveja pilsen ou unfiltered
MARGARINA CREMOSA COM SAL DELINE,4.89,True,500g,Laticínios,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,deline,margarina cremosa com sal
MACARRÃO INSTANTÂNEO LAMEN VITARELLA SABORES,1.09,True,85g,Mercearia,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,vitarella,macarrão instantâneo lamen sabores
IOGURTE POLPA 3 SABORES NINHO NESTLÉ,5.99,True,540g,Laticínios,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,ninho nestlé,iogurte polpa 3 sabores
MAIONESE JULIETA,1.35,True,200g,Condimentos,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,julieta,maionese
BISCOITO AO LEITE CHOCO BISCUIT BAUDUCCO,4.99,True,80g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,bauducco,biscoito ao leite choco biscuit
BISCOITO COOKIES ORIGINAL BAUDUCCO,3.19,True,100g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,bauducco,biscoito cookies original
BISCOITO WAFER BAUDUCCO SABORES,2.39,True,140g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,bauducco,biscoito wafer sabores
TORRADA BAUDUCCO TIPOS,6.39,True,160g,Torradas,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,bauducco,torrada tipos
BOLINHO DUO BAUDUCCO,0.99,True,27g,Bolinhos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,bauducco,bolinho duo
BOMBONS FERRERO ROCHER,29.9,True,150g,Chocolates,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,ferrero rocher,bombons
BOMBONS RAFFAELLO,21.9,True,150g,Chocolates,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,raffaello,bombons
OVO DE CHOCOLATE KINDER OVO SURPRESA,13.9,True,40g,Chocolates,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,kinder,ovo de chocolate ovo surpresa
CHOCOLATE KINDER BUENO,16.9,True,129g,Chocolates,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,kinder bueno,chocolate
CREME DE AVELA NUTELLA,21.9,True,350g,Cremes,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,nutella,creme de avela
BISCOITO DE ÁGUA E GERGELIM PIRAQUÊ,3.99,True,240g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,piraquê,biscoito de água e gergelim
BISCOITO COOKIES PIRAQUÊ SABORES (EXCETO LOLA LONDRÊA E SALI),2.79,True,60g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,piraquê,biscoito cookies sabores (exceto lola londrêa e sali)
BISCOITO DE LEITE MALTADO PIRAQUÊ SABORES,3.49,True,150g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,piraquê,biscoito de leite maltado sabores
BISCOITO DE LEITE MALTADO COM COBERTURA DE CHOCOLATE PIRAQUÊ,2.99,True,80g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,piraquê,biscoito de leite maltado com cobertura de chocolate
BISCOITO RECHEADO PIRAQUÊ SABORES (EXCETO LOLA LONDRINA E SALI),1.89,True,100g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,piraquê,biscoito recheado sabores (exceto lola londrina e sali)
MAIONESE HEINZ,12.9,True,390g,Condimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,heinz,maionese
MAIONESE HEINZ SABORES,9.69,True,215g,Condimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,heinz,maionese sabores
KETCHUP HEINZ SABORES,11.9,True,397g,Condimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,heinz,ketchup sabores
MOLHO DE TOMATE TRADICIONAL HEINZ,2.99,True,300g,Molhos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,heinz,molho de tomate tradicional
MOLHO DE TOMATE BOLONHESA OU COM MANJERICÃO HEINZ,4.79,True,300g,Molhos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,heinz,molho de tomate bolonhesa ou com manjericão
Esponja de Aço Bombril,1.99,False,60g,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,bombril,esponja de aço
Detergente Líquido Ypê,2.29,False,500ml,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,ypê,detergente líquido
Amaciante de Roupas Mon Bijou,20.9,False,2L,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,mon bijou,amaciante de roupas
Limpador Multiuso Ypê,3.79,False,500ml,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,ypê,limpador multiuso
Saco para Lixo Preto Embalixo,26.9,False,50L,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,embalixo,saco para lixo preto
Saco para Lixo Embalixo,11.99,False,50L,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,embalixo,saco para lixo
Saco para Lixo Pia e Banheiro Embalixo,12.9,False,40 unidades,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,embalixo,saco para lixo pia e banheiro
Saco para Pia,6.98,False,40 unidades,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,,Saco para Pia
Banheiro Citrus Embalixo,6.98,False,40 unidades,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,embalixo,banheiro citrus
Escova Dental Advanced Clean Oral-B,29.9,False,4 unidades,Higiene Pessoal,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,oral-b,escova dental advanced clean
Desodorante Aerossol Old Spice,11.49,False,150ml,Higiene Pessoal,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,old spice,desodorante aerossol
Shampoo Pantene,22.9,False,400ml,Higiene Pessoal,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,pantene,shampoo
Absorvente Noturno Always,21.9,True,28 unidades,Higiene Pessoal,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,always,absorvente noturno
Papel Higiênico Max Pure,19.9,False,12 rolos,Higiene Pessoal,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,max pure,papel higiênico
Pano Multiuso Duramax Scott,9.8,False,5 unidades,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,duramax scott,pano multiuso
Toalha de Papel Scala,4.39,False,2 rolos,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,scala,toalha de papel
Papel Higiênico Folha Dupla Neutro Neve,22.9,False,12 rolos,Higiene Pessoal,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,neve,papel higiênico folha dupla neutro
Alimento para Cães Pedigree Sabores,1.99,False,100g,Pet,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,pedigree,alimento para cães sabores
Alimento para Cães Grandes Pedigree,195.0,False,18kg,Pet,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,pedigree,alimento para cães grandes
Chocolate Snickers,1.99,False,45g,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,snickers,chocolate
Chocolate M&M's Sabores,7.49,False,148g,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_9b455c6a42.webp,m&m's,chocolate sabores
ARROZ BRANCO TIPO 1 BERNARDO,26.9,True,5kg,Alimentos,30/09/2024,01/10/2024,2024_10_09,assai,imagens_assai/campanha_25559_cluster_40_pagina_1_6ff3505dbd.webp,bernardo,arroz branco tipo 1
LEITE LONGA VIDA INTEGRAL NILZA,6.19,True,1L,Laticínios,30/09/2024,01/10/2024,2024_10_09,assai,imagens_assai/campanha_25559_cluster_40_pagina_1_6ff3505dbd.webp,nilza,leite longa vida integral
BANANA PRATA,3.99,False,1 kg,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,prata,banana
MANGA TOMMY,3.99,False,1 kg,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,,MANGA TOMMY
MELÃO AMARELO,3.99,False,1 kg,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,,MELÃO AMARELO
LARANJA-PERA,3.99,False,1 kg,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,laranja,-pera
MORANGO,3.99,False,250g,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,mor,ango
MAMÃO FORMOSA,4.99,False,1 kg,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,formosa,mamão
LIMÃO TAHITI,5.99,False,1 kg,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,,LIMÃO TAHITI
MEXERICA CARIOCA,4.99,False,1 kg,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,carioca,mexerica
GOIABA VERMELHA,6.99,False,1 kg,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,,GOIABA VERMELHA
MAÇÃ FUJI,6.99,False,1 kg,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,,MAÇÃ FUJI
TOMATE SALADA,1.89,True,1 kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,,TOMATE SALADA
CEBOLA,1.89,False,1 kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,ola,ceb
BATATA LAVADA,3.79,False,1 kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,,BATATA LAVADA
OVOS BRANCOS GRANDES,12.9,False,30 unidades,Ovos,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,branco,ovos s grandes
COXINHA DAS ASAS DE FRANGO CONGELADAS,9.9,False,1 kg,Carnes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,ox,cinha das asas de frango congeladas
LINGUIÇA TIPO TOSCANA CONGELADA FRIMESA,14.9,False,1 kg,Carnes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,toscana,linguiça tipo congelada frimesa
CARNE MOÍDA BOVINA CONGELADA CHULETA,5.9,False,500g,Carnes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,chuleta,carne moída bovina congelada
CUPIM BOVINO RESFRIADO A VÁCUO FRIBOI,28.9,False,1 kg,Carnes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/f263456585eeab095634c03ce0971425b1b085d1.webp,resfriado,cupim bovino a vácuo friboi
